Search_ID,File_Name,Segment_Index,Case_Name_Hint,Citation_Hint,Year_Hint,Char_Count
westlaw_100_full_text_items_for_appendectomy3_0058,Westlaw - 100 full text items for appendectomy3.rtf,58,"Donald J. MURRAY, Plaintiff,
v.
RICK BOKMAN, INC., Defendant.",2001 WL 603698,2026,33014
westlaw_100_full_text_items_for_appendectomy3_0059,Westlaw - 100 full text items for appendectomy3.rtf,59,"Sh’Ron SIBLEY, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2014 WL 1406417,2026,36670
westlaw_100_full_text_items_for_appendectomy3_0060,Westlaw - 100 full text items for appendectomy3.rtf,60,"Lorena S. ALVARADO, a minor, by and through her Guardian Ad Litem, Lorena Alvarado, Plaintiff,
v.
UNITED STATES of America, Defendant.",2010 WL 670873,2026,10961
westlaw_100_full_text_items_for_appendectomy3_0061,Westlaw - 100 full text items for appendectomy3.rtf,61,"Michael Ray ORNDORFF, ADC # 104119, Plaintiff
v.
CORRECTIONAL MEDICAL SERVICES, INC., et al., Defendants.",2010 WL 670097,2026,7735
westlaw_100_full_text_items_for_appendectomy3_0062,Westlaw - 100 full text items for appendectomy3.rtf,62,"John M. ALEXANDER, Plaintiff,
v.
UNITED STATES of America, Defendant.",2003 WL 25676465,2026,6124
westlaw_100_full_text_items_for_appendectomy3_0063,Westlaw - 100 full text items for appendectomy3.rtf,63,"S. STERN, HENRY & CO.
v.
UNITED STATES",48 Cust.Ct. 430,2026,14163
westlaw_100_full_text_items_for_appendectomy3_0064,Westlaw - 100 full text items for appendectomy3.rtf,64,"William H. NEVINS, Appellant,
v.
R. James NICHOLSON, Secretary of Veterans Affairs, Appellee.",21 Vet.App. 402,2026,4977
westlaw_100_full_text_items_for_appendectomy3_0065,Westlaw - 100 full text items for appendectomy3.rtf,65,"Faiza Marie PAULY, on behalf of her minor daughter, M.P., Plaintiff,
v.
STANFORD HOSPITAL, Defendant.",2012 WL 92571,2026,5802
westlaw_100_full_text_items_for_appendectomy3_0066,Westlaw - 100 full text items for appendectomy3.rtf,66,"UNITED STATES of America, Plaintiff,
v.
Jodi L. JOSEPH, Defendant.",2020 WL 3270885,2026,6544
westlaw_100_full_text_items_for_appendectomy3_0067,Westlaw - 100 full text items for appendectomy3.rtf,67,"Stephan PACHECO, Plaintiff,
v.
SOON KIM, Defendant.",2014 WL 5460869,2026,10874
westlaw_100_full_text_items_for_appendectomy3_0068,Westlaw - 100 full text items for appendectomy3.rtf,68,"Rosa Roman DE PEREZ, Appellant,
v.
Edward J. DERWINSKI, Secretary of Veterans Affairs, Appellee.",2 Vet.App. 85,2026,10086
westlaw_100_full_text_items_for_appendectomy3_0069,Westlaw - 100 full text items for appendectomy3.rtf,69,"Katherine LIU, Plaintiff,
v.
COUNTY OF COOK, et. al., Defendants.",2014 WL 840967,2026,67538
westlaw_100_full_text_items_for_appendectomy3_0070,Westlaw - 100 full text items for appendectomy3.rtf,70,"Jeffrey A. BRAMAN, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2012 WL 4953114,2026,50273
westlaw_100_full_text_items_for_appendectomy3_0071,Westlaw - 100 full text items for appendectomy3.rtf,71,"Distinguished by Hart v. U.S., Cl.Ct., June 23, 1989",166 Ct.Cl. 310,2026,83275
westlaw_100_full_text_items_for_appendectomy3_0072,Westlaw - 100 full text items for appendectomy3.rtf,72,"TRAVELERS INDEMNITY COMPANY OF CONNECTICUT, Charter Oak Fire Insurance Company, Plaintiffs,
v.
COLLEGE 60 MINUTE CLEANERS, INC., Defendant.",2016 WL 10520837,2026,30534
westlaw_100_full_text_items_for_appendectomy3_0073,Westlaw - 100 full text items for appendectomy3.rtf,73,"Eleazar G. DUARTE, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2018 WL 785819,2026,52577
westlaw_100_full_text_items_for_appendectomy3_0074,Westlaw - 100 full text items for appendectomy3.rtf,74,"Brandon SAVAGE, Plaintiff,
v.
Christian GELOK, William Poulson, Dr. Agler, Howard Keith Yordy, Murray Young, and Corizon, Inc., Defendants.",2017 WL 3484159,2026,48991
westlaw_100_full_text_items_for_appendectomy3_0075,Westlaw - 100 full text items for appendectomy3.rtf,75,"Mark Steven AYALA, Plaintiff-Appellant,
v.
UNITED STATES of America, Defendant-Appellee.",2013 WL 12423827,2026,8848
westlaw_100_full_text_items_for_appendectomy3_0076,Westlaw - 100 full text items for appendectomy3.rtf,76,"LYTTLE
v.
PACIFIC MUT. LIFE INS. CO. OF CALIFORNIA.",72 F.2d 140,2026,9330
westlaw_100_full_text_items_for_appendectomy3_0077,Westlaw - 100 full text items for appendectomy3.rtf,77,"Andrew PALMER, et al., Plaintiffs,
v.
MEGA BRANDS INC., et al., Defendants.",2008 WL 11515844,2026,13422
westlaw_100_full_text_items_for_appendectomy3_0078,Westlaw - 100 full text items for appendectomy3.rtf,78,"Carlos L. JACKSON, Plaintiff,
v.
J. WELCH, et al., Defendants.",2013 WL 2479708,2026,8093
westlaw_100_full_text_items_for_appendectomy3_0079,Westlaw - 100 full text items for appendectomy3.rtf,79,"Jeremiah James PETLIG, Plaintiff,
v.
Scott CARTER-ELDRED, et al., Defendants.",2019 WL 3428561,2026,6293
westlaw_100_full_text_items_for_appendectomy3_0080,Westlaw - 100 full text items for appendectomy3.rtf,80,"Derrick BAKER
v.
Robert L. CLEVELAND, et al.",2014 WL 136510,2026,7172
westlaw_100_full_text_items_for_appendectomy3_0081,Westlaw - 100 full text items for appendectomy3.rtf,81,"Bettye J. NOBLES, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2009 WL 275643,2026,9725
westlaw_100_full_text_items_for_appendectomy3_0082,Westlaw - 100 full text items for appendectomy3.rtf,82,"Symanthia COOPER, Plaintiff,
v.
MEMPHIS AREA MEDICAL CENTER FOR WOMEN, INC. and Barbara Wotherspoon, M.D., Defendants.",2006 WL 2524104,2026,10958
westlaw_100_full_text_items_for_appendectomy3_0083,Westlaw - 100 full text items for appendectomy3.rtf,83,,2025 WL 2528913,2026,5809
westlaw_100_full_text_items_for_appendectomy3_0084,Westlaw - 100 full text items for appendectomy3.rtf,84,"SAMARITAN HEALTH CENTER, et al., Plaintiffs,
v.
Margaret M. HECKLER, Defendant.",636 F.Supp. 503,2026,63055
westlaw_100_full_text_items_for_appendectomy3_0085,Westlaw - 100 full text items for appendectomy3.rtf,85,"Qaid Alhalmi, et al., Plaintiff-Intervenors,
v.
Rebecca ADDUCCI, et al., Respondent-Defendants.",459 F.Supp.3d 867,2026,80791
westlaw_100_full_text_items_for_appendectomy3_0086,Westlaw - 100 full text items for appendectomy3.rtf,86,"Chaquita RUMBLE, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of the Social Security Administration, Defendant.",2014 WL 3697500,2026,59522
westlaw_100_full_text_items_for_appendectomy3_0087,Westlaw - 100 full text items for appendectomy3.rtf,87,"Floyd POWERS, Plaintiff,
v.
Andrew EDDY, Defendant.",2023 WL 2652479,2026,45835
westlaw_100_full_text_items_for_appendectomy3_0088,Westlaw - 100 full text items for appendectomy3.rtf,88,"Theodore GOODEMOTE, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of the Social Security Administration, Defendant.",2011 WL 717298,2026,10013
westlaw_100_full_text_items_for_appendectomy3_0089,Westlaw - 100 full text items for appendectomy3.rtf,89,"Nolan C. DAVIS, Sr.
v.
Burt MICHOT.",2012 WL 6803601,2026,5614
westlaw_100_full_text_items_for_appendectomy3_0090,Westlaw - 100 full text items for appendectomy3.rtf,90,"PRUDENTIAL INSURANCE COMPANY OF AMERICA
v.
Kenneth C. McIVER.",199 F.Supp. 226,2026,8654
westlaw_100_full_text_items_for_appendectomy3_0091,Westlaw - 100 full text items for appendectomy3.rtf,91,"Evelyn A. MUNDO, Plaintiff,
v.
SANUS HEALTH PLAN OF GREATER NEW YORK, Defendant.",966 F.Supp. 171,2026,11902
westlaw_100_full_text_items_for_appendectomy3_0092,Westlaw - 100 full text items for appendectomy3.rtf,92,"Mrs. Marjorie Green SMITH and Richard L. Smith
v.
MARYLAND CASUALTY COMPANY and Insurance Company of North America.",292 F.Supp. 358,2026,5910
westlaw_100_full_text_items_for_appendectomy3_0093,Westlaw - 100 full text items for appendectomy3.rtf,93,"Distinguished by Shigenori Morizumi v. Acheson, N.D.Cal., December 14, 1951",98 F.Supp. 904,2026,10622
westlaw_100_full_text_items_for_appendectomy3_0094,Westlaw - 100 full text items for appendectomy3.rtf,94,"Josefina T. VENTURA, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2010 WL 3350757,2026,9138
westlaw_100_full_text_items_for_appendectomy3_0095,Westlaw - 100 full text items for appendectomy3.rtf,95,,422 F.Supp. 547,2026,17642
westlaw_100_full_text_items_for_appendectomy3_0096,Westlaw - 100 full text items for appendectomy3.rtf,96,"Withdrawn by Kessel v. Gober, Vet.App., November 20, 2000",13 Vet.App. 9,2026,63381
westlaw_100_full_text_items_for_appendectomy3_0097,Westlaw - 100 full text items for appendectomy3.rtf,97,"Declined to Extend by Hudak v. Elmcroft of Sagamore Hills, 6th Cir.(Ohio), January 23, 2023",124 S.Ct. 2488,2026,57717
westlaw_100_full_text_items_for_appendectomy3_0098,Westlaw - 100 full text items for appendectomy3.rtf,98,"Declined to Extend by (N G) v. U.S., Fed.Cl., August 20, 2010",176 Ct.Cl. 737,2026,90379
westlaw_100_full_text_items_for_appendectomy3_0099,Westlaw - 100 full text items for appendectomy3.rtf,99,"Linda M. YOUNGMAN, Plaintiff,
v.
Carolyn W. COLVIN, Commissioner of Social Security, Defendant.",2013 WL 5702204,2026,45651
westlaw_100_full_text_items_for_appendectomy4_0000,Westlaw - 100 full text items for appendectomy4.rtf,0,"NEW YORK LIFE INS. CO.
v.
McCURDY.",106 F.2d 181,1939,48880
westlaw_100_full_text_items_for_appendectomy4_0001,Westlaw - 100 full text items for appendectomy4.rtf,1,"Silas REDDING, Jr., and Georgia J. Redding, Plaintiffs,
v.
UNITED STATES of America, Defendant.",196 F.Supp. 871,2026,66708
westlaw_100_full_text_items_for_appendectomy4_0002,Westlaw - 100 full text items for appendectomy4.rtf,2,"Called into Doubt by Martin v. Warren County, Kentucky, 6th Cir.(Ky.), January 22, 2020",390 F.3d 890,2026,40094
westlaw_100_full_text_items_for_appendectomy4_0003,Westlaw - 100 full text items for appendectomy4.rtf,3,"Cathy Lynn SCHMIDT, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 40466,2026,60194
westlaw_100_full_text_items_for_appendectomy4_0004,Westlaw - 100 full text items for appendectomy4.rtf,4,"Virginia M. McDONALD, Appellant,
v.
R. James NICHOLSON, Secretary of Veterans Affairs, Appellee.",24 Vet.App. 359,2026,7941
westlaw_100_full_text_items_for_appendectomy4_0005,Westlaw - 100 full text items for appendectomy4.rtf,5,"Vacated by Loux v. Baycare Medical Group, Inc., M.D.Fla., July 30, 2024",2023 WL 4201183,2026,9980
westlaw_100_full_text_items_for_appendectomy4_0006,Westlaw - 100 full text items for appendectomy4.rtf,6,"Decision Reversed by Bittel v. Richardson, 3rd Cir.(Pa.), May 14, 1971",313 F.Supp. 1291,2026,13892
westlaw_100_full_text_items_for_appendectomy4_0007,Westlaw - 100 full text items for appendectomy4.rtf,7,"Connie H. DUDLEY, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2010 WL 3958756,2026,11735
westlaw_100_full_text_items_for_appendectomy4_0008,Westlaw - 100 full text items for appendectomy4.rtf,8,"JOHNNIE R. and ETHEL VANCE, Petitioner.
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent.",1953 WL 10577,2026,15700
westlaw_100_full_text_items_for_appendectomy4_0009,Westlaw - 100 full text items for appendectomy4.rtf,9,"Colten SNYDER, by and through Kathryn SNYDER and Joseph Snyder, his natural guardians and next friends, Petitioners,
v.
SECRETARY OF the DEPARTMENT OF HEALTH AND HUMAN SERVICES, Respondent.",2009 WL 332044,2026,911789
westlaw_100_full_text_items_for_appendectomy4_0010,Westlaw - 100 full text items for appendectomy4.rtf,10,"Peter P. TAMBURRI, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 453,2026,10485
westlaw_100_full_text_items_for_appendectomy4_0011,Westlaw - 100 full text items for appendectomy4.rtf,11,,2000 WL 326142,2026,7530
westlaw_100_full_text_items_for_appendectomy4_0012,Westlaw - 100 full text items for appendectomy4.rtf,12,"Frank JENNINGS, Appellant,
v.
R. James NICHOLSON, Secretary of Veterans Affairs, Appellee.",21 Vet.App. 410,2026,10804
westlaw_100_full_text_items_for_appendectomy4_0013,Westlaw - 100 full text items for appendectomy4.rtf,13,"EDITH E. COOPER and FREDERICK J. COOPER, Plaintiffs,
v.
UNITED STATES OF AMERICA, Defendant.",1987 WL 11618,2026,15054
westlaw_100_full_text_items_for_appendectomy4_0014,Westlaw - 100 full text items for appendectomy4.rtf,14,"Manuel DIAZ, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 4402941,2026,67484
westlaw_100_full_text_items_for_appendectomy4_0015,Westlaw - 100 full text items for appendectomy4.rtf,15,"Vladislav FILATOV
v.
CLIFTON T. PERKINS HOSPITAL CENTER.",2010 WL 4156356,2026,7913
westlaw_100_full_text_items_for_appendectomy4_0016,Westlaw - 100 full text items for appendectomy4.rtf,16,"Ghazala SIDDIQUI, et al., Plaintiffs,
v.
UNITED STATES of America, Defendant.",2018 WL 6178983,2026,13597
westlaw_100_full_text_items_for_appendectomy4_0017,Westlaw - 100 full text items for appendectomy4.rtf,17,"Subsequently Reversed by Perkins v. Scharffe, 6th Cir.(Mich.), May 5, 1987",40 B.R. 942,2026,11395
westlaw_100_full_text_items_for_appendectomy4_0018,Westlaw - 100 full text items for appendectomy4.rtf,18,"Richard G. PAQUETTE, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2009 WL 2584847,2026,11141
westlaw_100_full_text_items_for_appendectomy4_0019,Westlaw - 100 full text items for appendectomy4.rtf,19,"Glenn Edwin CLAY, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2017 WL 1478618,2026,58804
westlaw_100_full_text_items_for_appendectomy4_0020,Westlaw - 100 full text items for appendectomy4.rtf,20,"Rebecca A. REDMAN, Plaintiff
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 5707061,2026,45261
westlaw_100_full_text_items_for_appendectomy4_0021,Westlaw - 100 full text items for appendectomy4.rtf,21,"Arlene CHAVEZ, Plaintiff,
v.
Jo Anne B. BARNHART, Commissioner of Social Security, Defendant.",2006 WL 8443333,2026,52718
westlaw_100_full_text_items_for_appendectomy4_0022,Westlaw - 100 full text items for appendectomy4.rtf,22,,168 F.3d 482,2026,6455
westlaw_100_full_text_items_for_appendectomy4_0023,Westlaw - 100 full text items for appendectomy4.rtf,23,"Brian JONES, Plaintiff
v.
MAINE CAT CATAMARANS, INC., et al., Defendants",2021 WL 5348666,2026,10922
westlaw_100_full_text_items_for_appendectomy4_0024,Westlaw - 100 full text items for appendectomy4.rtf,24,"Joe R. HARRIS, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2011 WL 2604899,2026,12521
westlaw_100_full_text_items_for_appendectomy4_0025,Westlaw - 100 full text items for appendectomy4.rtf,25,"Leslie A. HANDLER
v.
METROPOLITAN LIFE INSURANCE COMPANY",193 F.Supp.2d 864,2026,10548
westlaw_100_full_text_items_for_appendectomy4_0026,Westlaw - 100 full text items for appendectomy4.rtf,26,,2007 WL 951955,2026,10001
westlaw_100_full_text_items_for_appendectomy4_0027,Westlaw - 100 full text items for appendectomy4.rtf,27,"William FENTRESS, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2009 WL 1133032,2026,12677
westlaw_100_full_text_items_for_appendectomy4_0028,Westlaw - 100 full text items for appendectomy4.rtf,28,"Frank SPENCER, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2011 WL 917370,2026,9918
westlaw_100_full_text_items_for_appendectomy4_0029,Westlaw - 100 full text items for appendectomy4.rtf,29,"Tracy NIXON, Plaintiff—Appellant,
v.
DALLAS COUNTY, TEXAS, Defendant—Appellee.",2025 WL 737338,2026,11395
westlaw_100_full_text_items_for_appendectomy4_0030,Westlaw - 100 full text items for appendectomy4.rtf,30,"Amber Lei WEBB, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security; Defendant.",294 F.Supp.3d 824,2026,290751
westlaw_100_full_text_items_for_appendectomy4_0031,Westlaw - 100 full text items for appendectomy4.rtf,31,"Linda Lee LEININGER, Plaintiff(s),
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security 1, Defendant(s).",2013 WL 5276039,2026,57862
westlaw_100_full_text_items_for_appendectomy4_0032,Westlaw - 100 full text items for appendectomy4.rtf,32,"Crystal BESHAW, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2016 WL 4382702,2026,67916
westlaw_100_full_text_items_for_appendectomy4_0033,Westlaw - 100 full text items for appendectomy4.rtf,33,"Mary A. BENEVIDES, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 302,2026,12264
westlaw_100_full_text_items_for_appendectomy4_0034,Westlaw - 100 full text items for appendectomy4.rtf,34,"Superseded by Regulation as Stated in Campbell v. Commissioner of Social Sec., W.D.Va., December 11, 2014",438 F.2d 1157,2026,14546
westlaw_100_full_text_items_for_appendectomy4_0035,Westlaw - 100 full text items for appendectomy4.rtf,35,"Gloria F. JELLUM, Plaintiff–Appellant,
v.
DALKON SHIELD CLAIMANTS TRUST, Defendant–Appellee.",50 F.3d 14,2026,10852
westlaw_100_full_text_items_for_appendectomy4_0036,Westlaw - 100 full text items for appendectomy4.rtf,36,"Tina JOHNSON O/B/O Bret J. THOMPSON a/k/a Bret J. Frazier, Plaintiff,
v.
Jo Anne B. BARNHART,1 Commissioner of Social Security, Defendant.",2002 WL 35650110,2026,11819
westlaw_100_full_text_items_for_appendectomy4_0037,Westlaw - 100 full text items for appendectomy4.rtf,37,"Antonio DIAZ
v.
Nurse WESTROP, et al.",2011 WL 882449,2026,19929
westlaw_100_full_text_items_for_appendectomy4_0038,Westlaw - 100 full text items for appendectomy4.rtf,38,"William L. CARNAHAN, Appellant,
v.
Robert A. MCDONALD, Secretary of Veterans Affairs, Appellee.",2016 WL 5400519,2026,8988
westlaw_100_full_text_items_for_appendectomy4_0039,Westlaw - 100 full text items for appendectomy4.rtf,39,"Verna C. KIESLING, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2011 WL 761212,2026,9806
westlaw_100_full_text_items_for_appendectomy4_0040,Westlaw - 100 full text items for appendectomy4.rtf,40,"Katherine LIU, Plaintiff–Appellant,
v.
COOK COUNTY, et al., Defendants–Appellees.",817 F.3d 307,2026,43339
westlaw_100_full_text_items_for_appendectomy4_0041,Westlaw - 100 full text items for appendectomy4.rtf,41,"Richard ALLEN, Petitioner-Appellant,
v.
William H. BANNAN, Warden, State Prison of Southern Michigan, Respondent-Appellee.",332 F.2d 399,2026,12195
westlaw_100_full_text_items_for_appendectomy4_0042,Westlaw - 100 full text items for appendectomy4.rtf,42,"Charles ADDINGTON, Individually and as personal representative of the Estate of Mildred Addington, Plaintiff–Appellant,
v.
UNITED STATES of America, Defendant–Appellee.",872 F.2d 426,2026,12570
westlaw_100_full_text_items_for_appendectomy4_0043,Westlaw - 100 full text items for appendectomy4.rtf,43,"John Louis ATKINS, Plaintiff,
v.
Adam James ATKINS, Defendant.",2020 WL 12956961,2026,11092
westlaw_100_full_text_items_for_appendectomy4_0044,Westlaw - 100 full text items for appendectomy4.rtf,44,"Victor Manuel PEREZ, Plaintiff,
v.
John DOE, et al., Defendants.",2017 WL 1745614,2026,9786
westlaw_100_full_text_items_for_appendectomy4_0045,Westlaw - 100 full text items for appendectomy4.rtf,45,"UNITED STATES of America, Plaintiff,
v.
Shondor Janell ARCENEAUX, Defendant.",2020 WL 4923698,2026,9490
westlaw_100_full_text_items_for_appendectomy4_0046,Westlaw - 100 full text items for appendectomy4.rtf,46,"Andrey L. BURTON, Plaintiff,
v.
BANTA GLOBAL TURNKEY, LTD., et al., Defendants.",2007 WL 2572089,2026,6300
westlaw_100_full_text_items_for_appendectomy4_0047,Westlaw - 100 full text items for appendectomy4.rtf,47,"Mary Ann McILRAITH, Plaintiff,
v.
GENERAL ELECTRIC CAPITAL ASSURANCE COMPANY, Defendant.",146 F.Supp.2d 1304,2026,11245
westlaw_100_full_text_items_for_appendectomy4_0048,Westlaw - 100 full text items for appendectomy4.rtf,48,"Keiko ISEDA and Ryujiro Iseda, Plaintiffs,
v.
JOHN ALDEN LIFE INSURANCE COMPANY, Defendant.",1992 WL 346412,2026,11483
westlaw_100_full_text_items_for_appendectomy4_0049,Westlaw - 100 full text items for appendectomy4.rtf,49,"Michael S. HAFERMANN, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of the Social Security Administration, Defendant.",2013 WL 4500678,2026,61236
westlaw_100_full_text_items_for_appendectomy4_0050,Westlaw - 100 full text items for appendectomy4.rtf,50,"Declined to Extend by K.C. v. Individual Members of Medical Licensing Board of Indiana, 7th Cir.(Ind.), November 13, 2024",99 S.Ct. 2493,2026,123963
westlaw_100_full_text_items_for_appendectomy4_0051,Westlaw - 100 full text items for appendectomy4.rtf,51,"Noha H. AHMAD, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2019 WL 1233854,2026,54036
westlaw_100_full_text_items_for_appendectomy4_0052,Westlaw - 100 full text items for appendectomy4.rtf,52,"Declined to Follow by U.S. v. Brandon, 6th Cir.(Ohio), October 23, 1998",820 F.Supp. 1497,2026,99139
westlaw_100_full_text_items_for_appendectomy4_0053,Westlaw - 100 full text items for appendectomy4.rtf,53,"Judgment Vacated by Welga v. Mansfield, Fed.Cir., December 10, 2007",21 Vet.App. 96,2026,11579
westlaw_100_full_text_items_for_appendectomy4_0054,Westlaw - 100 full text items for appendectomy4.rtf,54,"Order Vacated by McFarlane v. DeYoung, 9th Cir.(Cal.), September 2, 1970",311 F.Supp. 321,2026,8953
westlaw_100_full_text_items_for_appendectomy4_0055,Westlaw - 100 full text items for appendectomy4.rtf,55,,615 F.2d 909,2026,6227
westlaw_100_full_text_items_for_appendectomy4_0056,Westlaw - 100 full text items for appendectomy4.rtf,56,"Hermon SHELTON, Plaintiff,
v.
OHIO STATE UNIVERSITY MEDICAL CENTER, et al., Defendants.",2007 WL 756702,2026,6801
westlaw_100_full_text_items_for_appendectomy4_0057,Westlaw - 100 full text items for appendectomy4.rtf,57,"Herman LAIRSON, Plaintiff,
v.
Wilbur J. COHEN, Secretary Health, Education and Welfare, Defendant.",291 F.Supp. 757,2026,15311
westlaw_100_full_text_items_for_appendectomy4_0058,Westlaw - 100 full text items for appendectomy4.rtf,58,"Terrence KUEHL, Plaintiff,
v.
The LINCOLN NATIONAL LIFE INSURANCE CO., Defendant.",2013 WL 3401280,2026,6864
westlaw_100_full_text_items_for_appendectomy4_0059,Westlaw - 100 full text items for appendectomy4.rtf,59,,2006 WL 8443914,2026,12370
westlaw_100_full_text_items_for_appendectomy4_0060,Westlaw - 100 full text items for appendectomy4.rtf,60,"Warren Vincent LEE, Plaintiff,
v.
Shane WYATT et al., Defendants.",2009 WL 1596057,2026,8730
westlaw_100_full_text_items_for_appendectomy4_0061,Westlaw - 100 full text items for appendectomy4.rtf,61,"Gerardo RUIZ-SANCHEZ, Appellant,
v.
Douglas A. COLLINS, Secretary of Veterans Affairs, Appellee.",2025 WL 2586751,2026,10685
westlaw_100_full_text_items_for_appendectomy4_0062,Westlaw - 100 full text items for appendectomy4.rtf,62,"PREFERRED ACCIDENT INS. CO.
v.
CLARK.",144 F.2d 165,2026,14620
westlaw_100_full_text_items_for_appendectomy4_0063,Westlaw - 100 full text items for appendectomy4.rtf,63,"Willy G. FLEEMAN, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",15 Vet.App. 112,2026,13747
westlaw_100_full_text_items_for_appendectomy4_0064,Westlaw - 100 full text items for appendectomy4.rtf,64,"Martina M. BRAGADO, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 296,2026,12221
westlaw_100_full_text_items_for_appendectomy4_0065,Westlaw - 100 full text items for appendectomy4.rtf,65,"Distinguished by Naselroad v. Mabry, 6th Cir.(Ky.), February 14, 2019",2013 WL 1091047,2026,26592
westlaw_100_full_text_items_for_appendectomy4_0066,Westlaw - 100 full text items for appendectomy4.rtf,66,"Distinguished by Iris Santiago v. Commissioner of Social Security, M.D.Fla., September 18, 2019",2016 WL 3193474,2026,12326
westlaw_100_full_text_items_for_appendectomy4_0067,Westlaw - 100 full text items for appendectomy4.rtf,67,"Lewis Michael GEORGE, Plaintiff,
v.
Vanessa PAYNE-DELANO, et al., Defendants.",2025 WL 870959,2026,6421
westlaw_100_full_text_items_for_appendectomy4_0068,Westlaw - 100 full text items for appendectomy4.rtf,68,"Newton B. HETRICK, Plaintiff,
v.
Abraham A. RIBICOFF, Secretary of Health, Education and Welfare, Defendant.",205 F.Supp. 19,2026,12671
westlaw_100_full_text_items_for_appendectomy4_0069,Westlaw - 100 full text items for appendectomy4.rtf,69,"Mrs. Jewell L. PHILLIPS, Plaintiff-Appellant,
v.
HOME SECURITY LIFE INSURANCE COMPANY, Defendant-Appellee.",632 F.2d 1302,2026,13354
westlaw_100_full_text_items_for_appendectomy4_0070,Westlaw - 100 full text items for appendectomy4.rtf,70,"Mary BERRY and Normil Berry
v.
Peter CURRERI, Appellant.",837 F.2d 623,2026,20086
westlaw_100_full_text_items_for_appendectomy4_0071,Westlaw - 100 full text items for appendectomy4.rtf,71,"CARDWELL
v.
UNITED STATES.",186 F.2d 382,2026,17482
westlaw_100_full_text_items_for_appendectomy4_0072,Westlaw - 100 full text items for appendectomy4.rtf,72,"Ted L. HENSON, Plaintiff
v.
GARDEN PARK MEDICAL CENTER, GPCH-GP, Inc., and Joanne Sulewski, Defendants",2005 WL 8171378,2026,9099
westlaw_100_full_text_items_for_appendectomy4_0073,Westlaw - 100 full text items for appendectomy4.rtf,73,"Judgment Reversed by Boyer v. Califano, 8th Cir.(Mo.), May 11, 1979",456 F.Supp. 809,2026,16251
westlaw_100_full_text_items_for_appendectomy4_0074,Westlaw - 100 full text items for appendectomy4.rtf,74,"Michael Ray ORNDORFF ADC # 104119, Plaintiff
v.
CORRECTIONAL MEDICAL SERVICES, INC., et al., Defendants.",2010 WL 31268,2026,12534
westlaw_100_full_text_items_for_appendectomy4_0075,Westlaw - 100 full text items for appendectomy4.rtf,75,"Say PATRICK, Plaintiff,
v.
Robert H. FINCH, Secretary of Health, Education and Welfare, Defendant.",312 F.Supp. 121,2026,22688
westlaw_100_full_text_items_for_appendectomy4_0076,Westlaw - 100 full text items for appendectomy4.rtf,76,"Betty L. PERKINS and Harry A. Perkins, Plaintiffs-Appellants,
v.
Thomas L. SCHARFFE, Defendant-Appellee.",817 F.2d 392,2026,10858
westlaw_100_full_text_items_for_appendectomy4_0077,Westlaw - 100 full text items for appendectomy4.rtf,77,"MORRIS PLAN INDUSTRIAL BANK
v.
FINN.",149 F.2d 591,2026,9967
