Search_ID,Case_Name,Citation,Year,Exclusion_Reason,First_Pass_Likely_Case_Type
westlaw_100_full_text_items_for_appendectomy4_0018,"Richard G. PAQUETTE, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2009 WL 2584847,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0019,"Glenn Edwin CLAY, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2017 WL 1478618,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0020,"Rebecca A. REDMAN, Plaintiff
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 5707061,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0021,"Arlene CHAVEZ, Plaintiff,
v.
Jo Anne B. BARNHART, Commissioner of Social Security, Defendant.",2006 WL 8443333,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0022,,168 F.3d 482,2026,Is_Malpractice_Case=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0023,"Brian JONES, Plaintiff
v.
MAINE CAT CATAMARANS, INC., et al., Defendants",2021 WL 5348666,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0024,"Joe R. HARRIS, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2011 WL 2604899,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0025,"Leslie A. HANDLER
v.
METROPOLITAN LIFE INSURANCE COMPANY",193 F.Supp.2d 864,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0026,,2007 WL 951955,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0027,"William FENTRESS, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2009 WL 1133032,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0028,"Frank SPENCER, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2011 WL 917370,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0029,"Tracy Nixon v. Dallas County, Texas",2025 WL 737338,2025,Not a medical malpractice or negligence claim; civil rights §1983 action.; Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy4_0030,"Amber Lei WEBB, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security; Defendant.",294 F.Supp.3d 824,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0031,"Linda Lee LEININGER, Plaintiff(s),
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security 1, Defendant(s).",2013 WL 5276039,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0032,"Crystal BESHAW, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2016 WL 4382702,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0033,"Mary A. BENEVIDES, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 302,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0034,"Superseded by Regulation as Stated in Campbell v. Commissioner of Social Sec., W.D.Va., December 11, 2014",438 F.2d 1157,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0035,"Gloria F. JELLUM, Plaintiff–Appellant,
v.
DALKON SHIELD CLAIMANTS TRUST, Defendant–Appellee.",50 F.3d 14,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0036,"Tina JOHNSON O/B/O Bret J. THOMPSON a/k/a Bret J. Frazier, Plaintiff,
v.
Jo Anne B. BARNHART,1 Commissioner of Social Security, Defendant.",2002 WL 35650110,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0037,"Antonio Diaz v. Nurse Westrop, et al.",2011 WL 882449,2011,Not a medical malpractice case; civil rights claim under 42 U.S.C. §1983.; Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy4_0038,"William L. CARNAHAN, Appellant,
v.
Robert A. MCDONALD, Secretary of Veterans Affairs, Appellee.",2016 WL 5400519,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0039,"Verna C. KIESLING, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2011 WL 761212,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0040,"Katherine LIU, Plaintiff–Appellant,
v.
COOK COUNTY, et al., Defendants–Appellees.",817 F.3d 307,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0041,"Richard ALLEN, Petitioner-Appellant,
v.
William H. BANNAN, Warden, State Prison of Southern Michigan, Respondent-Appellee.",332 F.2d 399,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0043,"John Louis ATKINS, Plaintiff,
v.
Adam James ATKINS, Defendant.",2020 WL 12956961,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0044,"Victor Manuel PEREZ, Plaintiff,
v.
John DOE, et al., Defendants.",2017 WL 1745614,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0045,"UNITED STATES of America, Plaintiff,
v.
Shondor Janell ARCENEAUX, Defendant.",2020 WL 4923698,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0046,"Andrey L. BURTON, Plaintiff,
v.
BANTA GLOBAL TURNKEY, LTD., et al., Defendants.",2007 WL 2572089,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0047,"Mary Ann McILRAITH, Plaintiff,
v.
GENERAL ELECTRIC CAPITAL ASSURANCE COMPANY, Defendant.",146 F.Supp.2d 1304,2026,Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0048,"Keiko ISEDA and Ryujiro Iseda, Plaintiffs,
v.
JOHN ALDEN LIFE INSURANCE COMPANY, Defendant.",1992 WL 346412,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy4_0049,"Michael S. HAFERMANN, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of the Social Security Administration, Defendant.",2013 WL 4500678,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy4_0050,"Declined to Extend by K.C. v. Individual Members of Medical Licensing Board of Indiana, 7th Cir.(Ind.), November 13, 2024",99 S.Ct. 2493,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0051,"Noha H. AHMAD, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2019 WL 1233854,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0052,"Declined to Follow by U.S. v. Brandon, 6th Cir.(Ohio), October 23, 1998",820 F.Supp. 1497,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0053,"Judgment Vacated by Welga v. Mansfield, Fed.Cir., December 10, 2007",21 Vet.App. 96,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0054,"Order Vacated by McFarlane v. DeYoung, 9th Cir.(Cal.), September 2, 1970",311 F.Supp. 321,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0055,"In re James Everett FRANKLIN, Bankrupt.",615 F.2d 909,1980,"Bankruptcy appeal, not a direct malpractice action.; Is_Malpractice_Case=NO",operative_complication
westlaw_100_full_text_items_for_appendectomy4_0056,"Hermon Shelton v. Ohio State University Medical Center, et al.",2007 WL 756702,2007,Insufficient information on clinical harm; case dismissed on sovereign immunity grounds.; Harm=UNKNOWN,operative_complication
westlaw_100_full_text_items_for_appendectomy4_0057,"Herman LAIRSON, Plaintiff,
v.
Wilbur J. COHEN, Secretary Health, Education and Welfare, Defendant.",291 F.Supp. 757,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=UNKNOWN,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0058,"Terrence KUEHL, Plaintiff,
v.
The LINCOLN NATIONAL LIFE INSURANCE CO., Defendant.",2013 WL 3401280,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0059,,2006 WL 8443914,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0060,Warren Vincent Lee v. Shane Wyatt et al.,2009 WL 1596057,2009,Constitutional 42 U.S.C. §1983 claim; not a medical malpractice/negligence suit.; Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy4_0061,"Gerardo RUIZ-SANCHEZ, Appellant,
v.
Douglas A. COLLINS, Secretary of Veterans Affairs, Appellee.",2025 WL 2586751,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0062,"PREFERRED ACCIDENT INS. CO.
v.
CLARK.",144 F.2d 165,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0063,"Willy G. FLEEMAN, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",15 Vet.App. 112,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0064,"Martina M. BRAGADO, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 296,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0065,"Distinguished by Naselroad v. Mabry, 6th Cir.(Ky.), February 14, 2019",2013 WL 1091047,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0066,"Distinguished by Iris Santiago v. Commissioner of Social Security, M.D.Fla., September 18, 2019",2016 WL 3193474,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0068,"Newton B. HETRICK, Plaintiff,
v.
Abraham A. RIBICOFF, Secretary of Health, Education and Welfare, Defendant.",205 F.Supp. 19,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0069,"Mrs. Jewell L. PHILLIPS, Plaintiff-Appellant,
v.
HOME SECURITY LIFE INSURANCE COMPANY, Defendant-Appellee.",632 F.2d 1302,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy4_0070,"Mary BERRY and Normil Berry
v.
Peter CURRERI, Appellant.",837 F.2d 623,2026,Appendicitis_Index=NO; Harm=NO,postop_management
westlaw_100_full_text_items_for_appendectomy4_0071,"CARDWELL
v.
UNITED STATES.",186 F.2d 382,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0073,"Judgment Reversed by Boyer v. Califano, 8th Cir.(Mo.), May 11, 1979",456 F.Supp. 809,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy4_0074,"Michael Ray ORNDORFF ADC # 104119, Plaintiff
v.
CORRECTIONAL MEDICAL SERVICES, INC., et al., Defendants.",2010 WL 31268,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0075,"Say PATRICK, Plaintiff,
v.
Robert H. FINCH, Secretary of Health, Education and Welfare, Defendant.",312 F.Supp. 121,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy4_0076,"Betty L. PERKINS and Harry A. Perkins, Plaintiffs-Appellants,
v.
Thomas L. SCHARFFE, Defendant-Appellee.",817 F.2d 392,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0077,"MORRIS PLAN INDUSTRIAL BANK
v.
FINN.",149 F.2d 591,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0078,"Vita MONESTERSKY, Plaintiff,
v.
THE UNIONTOWN HOSPITAL, and United States of America, Defendants.",2009 WL 3602023,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0079,"Florence C. JEFF, Dean A. Jeff, Byron Jeff, and Janine Jeff Baah, individually an on Behalf of Morris F. X. Jeff Ph.D.
v.
UNIVERSAL HEALTH SERVICES, INC. and Pendleton Methodist Hospital, L.L.C., f/k/a Pendleton Memorial Methodist Hospital",2006 WL 8426724,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0080,"ANTONIO WILLIAM D., Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2022 WL 17985818,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0081,"Melissa Ann KROLIN, Plaintiff,
v.
Carolyn COLVIN, Acting Commissioner of Social Security, Defendant.",2014 WL 1407838,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0082,,1993 WL 481578,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy4_0083,"JOHNSON
v.
STATE FARM LIFE INS. CO.",176 F.2d 83,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0085,"Kevin M. STEIN, Plaintiff,
v.
UNITED STATES, Defendant.",121 Fed.Cl. 248,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0086,"James A. COMUZIE, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2009 WL 590351,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0087,"Monica DASILVA, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2019 WL 7372729,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0088,"VGM FINANCIAL SERVICES, Plaintiff,
v.
Varinder K. SINGH, M.D., P.C. and Varinder K. Singh, Defendants.",2010 WL 1632899,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0089,"James L. BOWMAN, Appellant,
v.
Jesse BROWN, SECRETARY OF VETERANS AFFAIRS, Appellee.",14 Vet.App. 266,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0090,"Romana A. GARCIA, Appellant,
v.
Anthony J. PRINCIPI, Secretary of Veterans Affairs, Appellee.",18 Vet.App. 458,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0091,"Angelina S. BRADY, Appellant,
v.
R. James NICHOLSON, Secretary of Veterans Affairs, Appellee.",21 Vet.App. 80,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0092,"PETERS
v.
MUTUAL LIFE INS. CO. OF NEW YORK.",107 F.2d 9,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0093,"Richard VISCOSI, Plaintiff,
v.
Donna SHALALA, Secretary of the Department of Health and Human Services, Defendant.",1998 WL 102670,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0094,"Yvonne Martha Moses BRYANT, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 1579495,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy4_0095,"Roger DODSON,
v.
The HARRINGTON & KING PERFORATING CO., INC., Harrington & King South, Inc., and Andrew Lovaas",2016 WL 7665587,2026,Is_Malpractice_Case=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy4_0096,"Junior MADDEN, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2022 WL 4130383,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0097,"Eric R. ARMSTRONG, Jr., Appellant,
v.
Robert L. WILKIE, Secretary of Veterans Affairs, Appellee.",2019 WL 4065009,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0098,"Bernice WELLBORN, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2009 WL 4199998,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy4_0099,,2006 WL 2193797,2026,Harm=UNKNOWN,operative_complication
westlaw_100_full_text_items_for_appendectomy5_0000,"ASANTE, et al., Appellants
v.
Robert F. KENNEDY, Jr., in his official capacity, Secretary, Department of Health and Human Services, et al., Appellees",656 F.Supp.3d 185,2024,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0001,"Distinguished by Modave v. Long Island Jewish Medical Center, 2nd Cir.(N.Y.), June 27, 1974",330 F.2d 933,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0002,"Hyman DUBY, Plaintiff-Appellant,
v.
AMERICAN COLLEGE OF SURGEONS, Defendant-Appellee.",468 F.2d 364,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy5_0003,"Mary L. PEOPLES, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 173,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0004,"Rene BEYETTE and Ronald Beyette, Plaintiffs-Appellees,
v.
ORTHO PHARMACEUTICAL CORPORATION, Defendant-Appellant.",823 F.2d 990,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0005,"Armin WAND, III, Plaintiff,
v.
Beckey KRAMER, et al., Defendants.",2020 WL 12761549,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0006,"Harry B. KATES, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",5 Vet.App. 93,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0007,Maurice L. Glover v. Dwight Chandler,2024 WL 4109518,2024,Non-malpractice civil rights claim; not a medical malpractice case.; Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy5_0008,"Kelly B. LUNDY, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",1996 WL 558350,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0009,"Bonnie M. RUDOLPH, Appellant,
v.
Robert A. McDONALD, Secretary of Veterans Affairs, Appellee.",2015 WL 3453898,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0010,"Charles L. DEGMETICH, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",8 Vet.App. 208,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0011,,257 F.2d 849,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0012,"Disagreed With by Mile Hi Concrete, Inc. v. Matz, Colo., November 23, 1992",595 F.Supp. 1290,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0013,"Distinguished by Seneris v. Haas, Cal., December 23, 1955",192 F.2d 181,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0014,"E. P. METZGER, Executor of the Estate of George F. Metzger, Deceased, Plaintiff,
v.
UNITED STATES of America, Defendant.",181 F.Supp. 830,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0015,"Rachel R. BLALOCK, Appellee,
v.
Elliot L. RICHARDSON, Secretary of the Department of Health, Education and Welfare, Appellant.",483 F.2d 773,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0016,"Distinguished by Sampson v. Ukiah Valley Medical Center, N.D.Cal., June 30, 2017",2011 WL 1793387,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy5_0018,"Charles CANNON, Plaintiff,
v.
Margaret M. HECKLER, Secretary of Health and Human Services, Defendant.",627 F.Supp. 1370,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0019,"Jimmy E. TOLLIVER, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2021 WL 4032721,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy5_0020,"Sam N. BRYANT, Plaintiff,
v.
Anthony J. CELEBREZZE, Secretary of Health, Education, and Welfare, Defendant.",231 F.Supp. 524,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0021,"Amy Satterfield DRISKILL, Plaintiff,
v.
Nancy A. BERRYHILL, Commissioner of Social Security, Defendant.",2018 WL 1415784,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0022,"David DENEHY, Plaintiff,
v.
Richard J. ZALOWSKI, f/d/b/a Speedy Car Wash, Michael B. Katz, Trustee, Defendant.",107 B.R. 431,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0023,"Justin E. PARTEE, Plaintiff
v.
Michael J. ASTRUE, Commissioner Social Security Administration, Defendant.",2009 WL 2987398,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0025,"Roy G. HEATH, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",15 Vet.App. 24,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0026,"Martina M. BRAGADO, Appellant,
v.
Togo D. WEST, JR., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 173,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0028,"John Frank DICHIARA, Plaintiff,
v.
Martin O’MALLEY 1, Commissioner of Social Security, Defendant.",2024 WL 3220728,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0029,"James H. BLEVINS, etc., Plaintiff,
v.
Bhagvan SHESHADRI, M.D., et al., Defendants.",313 F.Supp.2d 598,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0030,"Michael A. HINTON, Plaintiff,
v.
UNITED STATES of America, Defendant.",2023 WL 4849796,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0031,"Mae C. BROWN, Plaintiff,
v.
Honorable Anthony CELEBREZZE, Secretary of Health, Education, and Welfare of the United States of America, Defendant.",238 F.Supp. 730,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0032,"John D. HUDSON, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 399,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0033,"Distinguished by Parker v. Baker Hughes Incorporated Long Term Disability Plan, D.N.M., June 11, 2018",2011 WL 4376557,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
